"archivo","bytes","sha256","estado","origenes"
"Microsoft.Extensions.Options.DataAnnotations.dll","38696","6235cae954e81e89f87352be1c9455e0d818e0327a4c19e7b56f3eae43e60e61","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Options.DataAnnotations.dll"
"Microsoft.Extensions.Options.dll","141096","02a3cad0e05023f129c0717ba99d171ac524bf5f7c955863e17e3f7441107567","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Options.dll"
"Microsoft.Extensions.Primitives.dll","83752","5b40af41b1b354f88e64e5b04619f70aaefe693ff377ac0bb9bc7f70c4018cc1","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Primitives.dll"
"Microsoft.Extensions.Validation.dll","87848","96952ba9f4618bbe6998e0fe76c6dd28d24b835fecb83c579c2c42e648a1048e","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Validation.dll"
"Microsoft.Extensions.WebEncoders.dll","38696","461ba0dde4de891204588ba5e4ed9174a499366dc93e8a78a04f74d45290b4c2","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.WebEncoders.dll"
"Microsoft.IdentityModel.Abstractions.dll","19528","613fd94ff39ce6ff90666e062e93d5d5ea7fdeae93aaab2bf2cb6f5c87cea39d","HASH COINCIDE; REVISION PENDIENTE","Microsoft.IdentityModel.Abstractions/8.16.0:lib/net10.0/Microsoft.IdentityModel.Abstractions.dll"
"Microsoft.IdentityModel.JsonWebTokens.dll","173088","d1af130b42eaa6e8b5b45b0a48d286e7a282f2b67f5809aeb828aaa909d94891","HASH COINCIDE; REVISION PENDIENTE","Microsoft.IdentityModel.JsonWebTokens/8.16.0:lib/net10.0/Microsoft.IdentityModel.JsonWebTokens.dll"
"Microsoft.IdentityModel.Logging.dll","38432","b2b89896da6f307fe4c7fba033f4f629ce43b92cc6d28c7daa024a4e5cd68dbd","HASH COINCIDE; REVISION PENDIENTE","Microsoft.IdentityModel.Logging/8.16.0:lib/net10.0/Microsoft.IdentityModel.Logging.dll"
"Microsoft.IdentityModel.Protocols.dll","53280","647f131d0fd0a66802a80adc9cc38fe02aa2caf78d6f58796e758829541b16de","HASH COINCIDE; REVISION PENDIENTE","Microsoft.IdentityModel.Protocols/8.16.0:lib/net10.0/Microsoft.IdentityModel.Protocols.dll"
"Microsoft.IdentityModel.Protocols.OpenIdConnect.dll","137248","f19f659e8533ad2b0d4650779231efd0e25247df72c127b57cfdbf186be8d256","HASH COINCIDE; REVISION PENDIENTE","Microsoft.IdentityModel.Protocols.OpenIdConnect/8.16.0:lib/net10.0/Microsoft.IdentityModel.Protocols.OpenIdConnect.dll"
"Microsoft.IdentityModel.Tokens.dll","391200","21c943ec715d8771c3a711ad78fc109adceac0e002f67a76f3bca33d195d0f5f","HASH COINCIDE; REVISION PENDIENTE","Microsoft.IdentityModel.Tokens/8.16.0:lib/net10.0/Microsoft.IdentityModel.Tokens.dll"
"Microsoft.JSInterop.dll","169768","6a283855c4e5e60c7ec9c81e3cad6201178fc232cc0d8dc022ca643d7a9c4138","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.JSInterop.dll"
"Microsoft.Net.Http.Headers.dll","218920","7b836d9e11acc47222d28cd02a54101f43464b047d84978d157d2d932b97a8e9","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Net.Http.Headers.dll"
"Microsoft.OpenApi.dll","486752","64497b0a954493014d15494bb89f09dbed059b13efe64cdf008d5f0f6bf197e5","HASH COINCIDE; REVISION PENDIENTE","Microsoft.OpenApi/2.7.5:lib/net8.0/Microsoft.OpenApi.dll"
"Microsoft.SqlServer.Server.dll","23976","a9dca1b42bc875f966b78b2c0880e62b838f0ed6567166d7f1f07ae4b76ec4bf","HASH COINCIDE; REVISION PENDIENTE","Microsoft.SqlServer.Server/1.0.0:lib/netstandard2.0/Microsoft.SqlServer.Server.dll"
"Microsoft.VisualBasic.Core.dll","1193768","2666b24eb6e295476b44abd057ea250fd5957db9c1c7adee6a223a747ddfe3d2","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.VisualBasic.Core.dll"
"Microsoft.VisualBasic.dll","17192","e192508adde6a758138a5a8e28998dccb64e7f45eaf30d8ab3564f87749028b1","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.VisualBasic.dll"
"Microsoft.Win32.Primitives.dll","15656","6c21472b0ae2f9b484a97614fad5485a22f18f9f19ee1adb9ceb3ed8ddb072d7","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Win32.Primitives.dll"
"Microsoft.Win32.Registry.dll","116520","76849cfde4369f3ae93e28261fe5e1010dbf1332f7da95c98543cba9b03961c0","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Win32.Registry.dll"
"mscordaccore_amd64_amd64_10.0.1226.42308.dll","1356640","86c29a7b945525135de16c3dcb71e3b8517848c459cbb21395b352d4e6bba09c","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/native/mscordaccore_amd64_amd64_10.0.1226.42308.dll"
"mscordaccore.dll","1356640","86c29a7b945525135de16c3dcb71e3b8517848c459cbb21395b352d4e6bba09c","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/native/mscordaccore.dll"
"mscordbi.dll","1237888","753e92805f3886221f56dcfc07191ad7ee44235bf689db0490bdf777f25e9175","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/native/mscordbi.dll"
"mscorlib.dll","59728","b698595367a7d4fa57ccacab73751fde0bb8f2415345c62cdfe7ced890da2c0c","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/mscorlib.dll"
"mscorrc.dll","133968","f0d8c7491d4659a4c5a4c00615255a60e05634f311162c2775a51e03c070c9e0","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/native/mscorrc.dll"
"msquic.dll","536344","b7158d427b01c70483bb3d80c5211e387dd98e9471c8a70e4484d449de9157e8","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/native/msquic.dll"
"MySqlConnector.dll","880488","e7734ef5db26f5e5626f8ef354831c60adff9a8e88447cc5e865cfe1f9e466bc","HASH COINCIDE; REVISION PENDIENTE","MySqlConnector/2.6.2:lib/net10.0/MySqlConnector.dll"
"netstandard.dll","100648","3dc81dbc9dacd28261632c94410859eda24c2db50cd6c14309cbb2a434b50c57","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/netstandard.dll"
"Npgsql.dll","1478656","e2bcafe1660fe4543fe9dfcabed972ec8d32259e5ea8009462ce1de23c7034c2","HASH COINCIDE; REVISION PENDIENTE","Npgsql/10.0.3:lib/net10.0/Npgsql.dll"
"pl/Microsoft.Data.SqlClient.resources.dll","269760","453c778007aca5c01a315cde49347049f3100333b919d5348f4ce8c9dc96c9eb","HASH COINCIDE; REVISION PENDIENTE","Microsoft.Data.SqlClient/7.0.2:lib/net9.0/pl/Microsoft.Data.SqlClient.resources.dll"
"pt-BR/Microsoft.Data.SqlClient.resources.dll","257944","5fa9d397d29ccd984754a564b51379bf2e2711d52e2efeb0f8de67f06d620ff5","HASH COINCIDE; REVISION PENDIENTE","Microsoft.Data.SqlClient/7.0.2:lib/net9.0/pt-BR/Microsoft.Data.SqlClient.resources.dll"
"RBush.dll","34816","047e48ab058a783a1d0021ede9ac238e158ed43fa2368a15fd4ccd8f920ab6a1","HASH COINCIDE; REVISION PENDIENTE","RBush.Signed/4.0.0:lib/net8.0/RBush.dll"
"Renci.SshNet.dll","544256","1eea433e249e328d60512b72a134961074e059c22cfdf5427d03a893ca46ff1e","HASH COINCIDE; REVISION PENDIENTE","SSH.NET/2026.0.0:lib/net10.0/Renci.SshNet.dll"
"ru/Microsoft.Data.SqlClient.resources.dll","348568","0976a3e89020b739d02cb4cfdabd0adc49243e90b58d9d23ca90c7af09045f0b","HASH COINCIDE; REVISION PENDIENTE","Microsoft.Data.SqlClient/7.0.2:lib/net9.0/ru/Microsoft.Data.SqlClient.resources.dll"
"SixLabors.Fonts.dll","1135616","e1e2f107e7c78fb859f1b23383107a125acd8b3a7470140850daa6f6f6c45d9f","HASH COINCIDE; REVISION PENDIENTE","SixLabors.Fonts/1.0.0:lib/netcoreapp3.1/SixLabors.Fonts.dll"
"SQLitePCLRaw.batteries_v2.dll","5120","815ce410c9eab531dd219318e3ba16c5e38e83d361cfbbdbb4bbca222c497b0b","HASH COINCIDE; REVISION PENDIENTE","SQLitePCLRaw.bundle_e_sqlite3/2.1.12:lib/netstandard2.0/SQLitePCLRaw.batteries_v2.dll"
"SQLitePCLRaw.core.dll","51200","af340ac9eb9195795660d7fc1114f486b6ab63998f33176e2f24c8e0acb9aa84","HASH COINCIDE; REVISION PENDIENTE","SQLitePCLRaw.core/2.1.12:lib/netstandard2.0/SQLitePCLRaw.core.dll"
"SQLitePCLRaw.provider.e_sqlite3.dll","36864","df996bcae63c2cabcfe8d4b9c5110eb39a2a4706178b07d875665391c6eb3995","HASH COINCIDE; REVISION PENDIENTE","SQLitePCLRaw.provider.e_sqlite3/2.1.12:lib/net6.0/SQLitePCLRaw.provider.e_sqlite3.dll"
"System.AppContext.dll","15144","d9dd9fa44e019f27172d6b2662e2b6038f48c270912ac8aae53d4d909da7e9be","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.AppContext.dll"
"System.Buffers.dll","15144","a1a35f5524e2f831d08ca55f702fbddcb8c6dfecd264f0f563d81a1c8b8280bd","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Buffers.dll"
"System.Collections.Concurrent.dll","231248","082f4bc0da1141eb65111b6da633d75624adfb7bb067d7ee90c5622c8b30885b","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Collections.Concurrent.dll"
"System.Collections.dll","296744","df6f2037eabee28100184e92f7536427ba2f086c1110629804d466b124bc4d54","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Collections.dll"
"System.Collections.Immutable.dll","976680","b527dd7b2beb82c22aa39787298cbeb33f3eac9eb9b83a0f0271353421db28db","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Collections.Immutable.dll"
"System.Collections.NonGeneric.dll","104232","aa4d5216d066c91cb489f63c6cbfcaf1f47b6e74e070db45639d3460454fc60b","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Collections.NonGeneric.dll"
"System.Collections.Specialized.dll","104272","e31af1f866e880844e027be59f545b9a6b34108e0b0680ebe3fbc19a53070819","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Collections.Specialized.dll"
"System.ComponentModel.Annotations.dll","198480","e3be2d35d81e6475c64110cfc099895b71df22c8b46a18c2d7c76a913b8ba903","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.ComponentModel.Annotations.dll"
"System.ComponentModel.DataAnnotations.dll","16720","d40e8c7062e6b9ce11ba83eab3d26be0eec8066b99970ea88b8e87fb75f411bd","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.ComponentModel.DataAnnotations.dll"
"System.ComponentModel.dll","30544","e3b6f75864ee944898540937c1f300e04f44a1b2729516f0bbf948589a8b14b2","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.ComponentModel.dll"
"System.ComponentModel.EventBasedAsync.dll","46888","cc84fe814ef5e58271d83193e328f8ec220efd4696d90af9a7c4690c10451495","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.ComponentModel.EventBasedAsync.dll"
"System.ComponentModel.Primitives.dll","79656","1e2451184c287409ea25acde3c90f25950bf34d16458a6e52a94ca4292434f62","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.ComponentModel.Primitives.dll"
"System.ComponentModel.TypeConverter.dll","767784","10dae312a6697718f8ce3dfcdb17d6ae4b74687c765d74d50de8a8e69e08f5e7","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.ComponentModel.TypeConverter.dll"
"System.Configuration.ConfigurationManager.dll","443192","23a07c6bae940887065fbd1043a99edf86fea415b5f5c11b3cd0a9569c65c8ec","HASH COINCIDE; REVISION PENDIENTE","System.Configuration.ConfigurationManager/9.0.13:lib/net9.0/System.Configuration.ConfigurationManager.dll"
"System.Configuration.dll","19240","3952a72e1f18774f16952b46c20e80ed2bc601a06eca01f33fa924c738022a9c","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Configuration.dll"
"System.Console.dll","169808","3b85daf02a3d9ed99b84bb1c639fe8b1ced46d8d157fa56f525f6b8c5be43b3e","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Console.dll"
"System.Core.dll","23336","ac23faf1b37fa49f1b117baad951a65609e799a6e669a6df06d3552677e0c086","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Core.dll"
"System.Data.Common.dll","2770728","66bdd62047ee460e2ce2c33d15dd1173ac97997b2745864a905179594f821acc","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Data.Common.dll"
"System.Data.DataSetExtensions.dll","15656","aeeae0755c8c7f6747765cdf82fa43182e320e97f2035e3a0a19f21905e6c113","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Data.DataSetExtensions.dll"
"System.Data.dll","25424","49f52958a2a6e461d0fd7a47e54a199eb263c69ecfcc0fc684b73b5918ebf466","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Data.dll"
"System.Diagnostics.Contracts.dll","16208","6c05cacd9b61b08ae75f2d783cc402b0b5fc848e3d68c29c10b93897cc083e8b","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Diagnostics.Contracts.dll"
"System.Diagnostics.Debug.dll","15656","8b160ffe7518588bf64e13c01c6dcb2ef504d64f38bbf0f198d31e7b698db92c","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Diagnostics.Debug.dll"
"System.Diagnostics.DiagnosticSource.dll","501544","6267c1bd1bdf2bdd4b5748b885b0adcda10f18697adfea8488a19a009ad44fdb","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Diagnostics.DiagnosticSource.dll"
"System.Diagnostics.EventLog.dll","366416","56ea02ef5732bcbee7520349da873387419e711bd49943b2d139d5d2656ee339","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Diagnostics.EventLog.dll"
"System.Diagnostics.EventLog.Messages.dll","800552","8f3def30d41d85e2bd87b2d2e7542d49d625f0b4d96a6dc9b03e0f49bd59b8ef","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Diagnostics.EventLog.Messages.dll"
"System.Diagnostics.FileVersionInfo.dll","46928","e94f158142e93834dec3100bde3313935517d549ff36c65819a06d3104dec427","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Diagnostics.FileVersionInfo.dll"
"System.Diagnostics.Process.dll","329552","51a57fbe918f8b68930c090792b718fc0850ea12da869d50b97a3796af29a740","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Diagnostics.Process.dll"
"System.Diagnostics.StackTrace.dll","46888","8f6397c1e2ba9b8b8bfa317962151b5035049ce8d6b3575e5027a0d0eeacc797","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Diagnostics.StackTrace.dll"
"System.Diagnostics.TextWriterTraceListener.dll","67368","1bf165cee916a854e1150f489e4348ce94755359d5fcdcc0bc2bbbe6a7102bdd","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Diagnostics.TextWriterTraceListener.dll"
"System.Diagnostics.Tools.dll","15144","841c5e2b6c171fa9aaff0fc6295f3fbc93dc5dcab44118b62f1c942bb674aff2","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Diagnostics.Tools.dll"
"System.Diagnostics.TraceSource.dll","141096","8445c7f1bbaae6cffde60e2c9a8753faaa5100255fbe31d0a1927d9d9bb7f194","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Diagnostics.TraceSource.dll"
"System.Diagnostics.Tracing.dll","16208","9563d5eec35f94d13a5e62eaa9535dbe0e9ea474f055da132fb8af46b0b01263","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Diagnostics.Tracing.dll"
"System.dll","50472","ef135f0bda0c41e142fdbd67b93e5aa7911916cb250f7df302f4151a3bbfa380","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.dll"
"System.Drawing.dll","20304","585a8da9952d715f8de7a7b1879b59d68ff8608b92f6ed1c5f0e1d251180d3c6","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Drawing.dll"
"System.Drawing.Primitives.dll","132944","17585b32ca91bac8ccff2ef1c6ddf62ee9ea5efc552928c3a9d1b868394246e9","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Drawing.Primitives.dll"
"System.Dynamic.Runtime.dll","16168","c0eac30c791db8c1a2b50b61c50d029f4ddd0eadfdd35433745001688a3e7466","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Dynamic.Runtime.dll"
"System.Formats.Asn1.dll","239440","a163fe5f96d1689f1bc1ac531b38c3aba95792ac7dd52231d325d658947fbcfd","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Formats.Asn1.dll"
"System.Formats.Cbor.dll","173864","87f7dbd2311b552a380f8e093689f35cf9cc79eb50a4cdd3c122079ac9abc3e6","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Formats.Cbor.dll"
"System.Formats.Tar.dll","272168","44c9984f269a158915195fd32007f22c3bb692dcfeb933cda8ea45a3ac6cd1ce","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Formats.Tar.dll"
"System.Globalization.Calendars.dll","15656","e0f3f3f6e4acc7b6755782fed5cb075ecf70beee4fc5d404579ae99bc0883ef2","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Globalization.Calendars.dll"
"System.Globalization.dll","15696","66902cffd057673b4b77aa68faf80d33ffa4c94510e61db2a067943cc53b7702","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Globalization.dll"
"System.Globalization.Extensions.dll","15144","be0390557cc72078a7217cf94fd44b9ab66aa30838c00a92aa78c62469c44aa0","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.Globalization.Extensions.dll"
"System.IdentityModel.Tokens.Jwt.dll","92232","d6026966eb5304c2e3bdb3bc091a94d204dcb27696a61cdc89d1abf5259e24ca","HASH COINCIDE; REVISION PENDIENTE","System.IdentityModel.Tokens.Jwt/8.16.0:lib/net10.0/System.IdentityModel.Tokens.Jwt.dll"
"System.IO.Compression.Brotli.dll","83752","0a59a95787ee15784d73079fdd5dc555b78659a6c560b6cbbf0d7452e638df89","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.IO.Compression.Brotli.dll"
"System.IO.Compression.dll","419624","c942747f84b730887090f5e0cf86d164c0ee402e524dce2750e06a6df48513fb","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.IO.Compression.dll"
"System.IO.Compression.FileSystem.dll","15184","4aeec2c0189f73ba8122f05c0d759008ddae1a8873b167cc8a558d53f2af80e1","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.IO.Compression.FileSystem.dll"
"System.IO.Compression.Native.dll","937256","4d174b78aa8b3516c7e3cec0355dfe9ae570894055c377d2e5565d077a9a7a1e","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/native/System.IO.Compression.Native.dll"
"System.IO.Compression.ZipFile.dll","100176","2da76eb281740be485b5637da8c60fe0ce12bc2848d1a1a81ce144fa74313e18","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.IO.Compression.ZipFile.dll"
"System.IO.dll","15656","388400ccb189b819d6ec5f1ef70710a39641d93ed5b870fc9324866b75dfb78b","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.IO.dll"
"System.IO.FileSystem.AccessControl.dll","104232","f7f9ed6cdab35274711e9345266784ec332ae8040db184d141c70e7941fbbec5","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.IO.FileSystem.AccessControl.dll"
"System.IO.FileSystem.dll","15656","c251f33b29382c47b773d907463edd9fe978a06e39efd5670ef3b3b1d4f8c2b7","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.IO.FileSystem.dll"
"System.IO.FileSystem.DriveInfo.dll","55120","0a7f3dd2fb6147a3fc046aeac8501d764effe5a3d8cfa56d2b244aa50b874b98","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.IO.FileSystem.DriveInfo.dll"
"System.IO.FileSystem.Primitives.dll","15144","d3b21b8b38e48c6b4d1cb5cfe9adfe4abad7b3353601febd3c7e4027f9ef9c6b","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.IO.FileSystem.Primitives.dll"
"System.IO.FileSystem.Watcher.dll","87848","8ab1704e4bd171056ec5a11e886d5199d05a641c6d0233c53d4766bf30328dd3","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.IO.FileSystem.Watcher.dll"
"System.IO.IsolatedStorage.dll","87848","2272a8bde18ed0e7c9e54ece9b849b9be76c90b978909d2b2fc94cf0ccbce427","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.IO.IsolatedStorage.dll"
"System.IO.MemoryMappedFiles.dll","83752","6e8b281ecb2f0f5e7aad3980f61d8812caa6b37884737f542f95410a76663e0e","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.IO.MemoryMappedFiles.dll"
"System.IO.Packaging.dll","142136","12ddc8bff279fad856551a74894dc52b80fa437d5d2b32722e70ae6899217b7c","HASH COINCIDE; REVISION PENDIENTE","System.IO.Packaging/8.0.1:lib/net8.0/System.IO.Packaging.dll"
"System.IO.Pipelines.dll","190248","ee9f0fd6c659f50799afd103c6ed9c5e408967e28dfa059bddf4b0a3fd2557dd","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/System.IO.Pipelines.dll"
