"ecosystem","component","version","usage","complete","without_informix","license","evidence","source","decision","note"
"npm","@typescript/typescript-linux-s390x","7.0.2","e2e:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","Apache-2.0","e2e/package-lock.json:node_modules/@typescript/typescript-linux-s390x","https://www.npmjs.com/package/@typescript/typescript-linux-s390x/v/7.0.2","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@typescript/typescript-linux-x64","7.0.2","e2e:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","Apache-2.0","e2e/package-lock.json:node_modules/@typescript/typescript-linux-x64","https://www.npmjs.com/package/@typescript/typescript-linux-x64/v/7.0.2","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@typescript/typescript-netbsd-arm64","7.0.2","e2e:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","Apache-2.0","e2e/package-lock.json:node_modules/@typescript/typescript-netbsd-arm64","https://www.npmjs.com/package/@typescript/typescript-netbsd-arm64/v/7.0.2","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@typescript/typescript-netbsd-x64","7.0.2","e2e:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","Apache-2.0","e2e/package-lock.json:node_modules/@typescript/typescript-netbsd-x64","https://www.npmjs.com/package/@typescript/typescript-netbsd-x64/v/7.0.2","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@typescript/typescript-openbsd-arm64","7.0.2","e2e:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","Apache-2.0","e2e/package-lock.json:node_modules/@typescript/typescript-openbsd-arm64","https://www.npmjs.com/package/@typescript/typescript-openbsd-arm64/v/7.0.2","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@typescript/typescript-openbsd-x64","7.0.2","e2e:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","Apache-2.0","e2e/package-lock.json:node_modules/@typescript/typescript-openbsd-x64","https://www.npmjs.com/package/@typescript/typescript-openbsd-x64/v/7.0.2","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@typescript/typescript-sunos-x64","7.0.2","e2e:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","Apache-2.0","e2e/package-lock.json:node_modules/@typescript/typescript-sunos-x64","https://www.npmjs.com/package/@typescript/typescript-sunos-x64/v/7.0.2","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@typescript/typescript-win32-arm64","7.0.2","e2e:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","Apache-2.0","e2e/package-lock.json:node_modules/@typescript/typescript-win32-arm64","https://www.npmjs.com/package/@typescript/typescript-win32-arm64/v/7.0.2","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@typescript/typescript-win32-x64","7.0.2","e2e:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","Apache-2.0","e2e/package-lock.json:node_modules/@typescript/typescript-win32-x64","https://www.npmjs.com/package/@typescript/typescript-win32-x64/v/7.0.2","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@vitejs/plugin-basic-ssl","2.3.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@vitejs/plugin-basic-ssl","https://www.npmjs.com/package/@vitejs/plugin-basic-ssl/v/2.3.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@vitest/expect","4.1.10","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@vitest/expect","https://www.npmjs.com/package/@vitest/expect/v/4.1.10","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@vitest/mocker","4.1.10","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@vitest/mocker","https://www.npmjs.com/package/@vitest/mocker/v/4.1.10","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@vitest/pretty-format","4.1.10","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@vitest/pretty-format","https://www.npmjs.com/package/@vitest/pretty-format/v/4.1.10","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@vitest/runner","4.1.10","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@vitest/runner","https://www.npmjs.com/package/@vitest/runner/v/4.1.10","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@vitest/snapshot","4.1.10","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@vitest/snapshot","https://www.npmjs.com/package/@vitest/snapshot/v/4.1.10","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@vitest/spy","4.1.10","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@vitest/spy","https://www.npmjs.com/package/@vitest/spy/v/4.1.10","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@vitest/utils","4.1.10","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@vitest/utils","https://www.npmjs.com/package/@vitest/utils/v/4.1.10","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","accepts","2.0.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/accepts","https://www.npmjs.com/package/accepts/v/2.0.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","agent-base","7.1.4","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/http-proxy-agent/node_modules/agent-base","https://www.npmjs.com/package/agent-base/v/7.1.4","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","agent-base","7.1.4","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/jsdom/node_modules/agent-base","https://www.npmjs.com/package/agent-base/v/7.1.4","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","agent-base","9.0.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/agent-base","https://www.npmjs.com/package/agent-base/v/9.0.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","ajv-formats","3.0.1","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/ajv-formats","https://www.npmjs.com/package/ajv-formats/v/3.0.1","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","ajv","8.20.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/ajv","https://www.npmjs.com/package/ajv/v/8.20.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","ansi-escapes","7.3.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/ansi-escapes","https://www.npmjs.com/package/ansi-escapes/v/7.3.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","ansi-regex","6.2.2","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/ansi-regex","https://www.npmjs.com/package/ansi-regex/v/6.2.2","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","ansi-styles","6.2.3","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/ansi-styles","https://www.npmjs.com/package/ansi-styles/v/6.2.3","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","argparse","2.0.1","frontend:grafo produccion","posible codigo en bundle","igual frontend; no depende del proveedor","Python-2.0","frontend/package-lock.json:node_modules/argparse","https://www.npmjs.com/package/argparse/v/2.0.1","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","assertion-error","2.0.1","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/assertion-error","https://www.npmjs.com/package/assertion-error/v/2.0.1","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","baseline-browser-mapping","2.11.13","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","Apache-2.0","frontend/package-lock.json:node_modules/baseline-browser-mapping","https://www.npmjs.com/package/baseline-browser-mapping/v/2.11.13","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","beasties","0.4.3","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","Apache-2.0","frontend/package-lock.json:node_modules/beasties","https://www.npmjs.com/package/beasties/v/0.4.3","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","bidi-js","1.0.3","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/bidi-js","https://www.npmjs.com/package/bidi-js/v/1.0.3","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","body-parser","2.3.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/body-parser","https://www.npmjs.com/package/body-parser/v/2.3.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","boolbase","1.0.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","ISC","frontend/package-lock.json:node_modules/boolbase","https://www.npmjs.com/package/boolbase/v/1.0.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","browserslist","4.28.8","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/browserslist","https://www.npmjs.com/package/browserslist/v/4.28.8","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","buffer-from","1.1.2","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/buffer-from","https://www.npmjs.com/package/buffer-from/v/1.1.2","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","bytes","3.1.2","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/bytes","https://www.npmjs.com/package/bytes/v/3.1.2","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","call-bind-apply-helpers","1.0.2","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/call-bind-apply-helpers","https://www.npmjs.com/package/call-bind-apply-helpers/v/1.0.2","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","call-bound","1.0.4","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/call-bound","https://www.npmjs.com/package/call-bound/v/1.0.4","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","caniuse-lite","1.0.30001809","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","CC-BY-4.0","frontend/package-lock.json:node_modules/caniuse-lite","https://www.npmjs.com/package/caniuse-lite/v/1.0.30001809","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","chai","6.2.2","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/chai","https://www.npmjs.com/package/chai/v/6.2.2","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","chalk","5.6.2","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/chalk","https://www.npmjs.com/package/chalk/v/5.6.2","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","chardet","2.2.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/chardet","https://www.npmjs.com/package/chardet/v/2.2.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","chokidar","5.0.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/chokidar","https://www.npmjs.com/package/chokidar/v/5.0.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","cli-cursor","5.0.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/cli-cursor","https://www.npmjs.com/package/cli-cursor/v/5.0.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","cli-spinners","3.4.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/cli-spinners","https://www.npmjs.com/package/cli-spinners/v/3.4.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","cli-truncate","5.2.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/cli-truncate","https://www.npmjs.com/package/cli-truncate/v/5.2.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","cli-width","4.1.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","ISC","frontend/package-lock.json:node_modules/cli-width","https://www.npmjs.com/package/cli-width/v/4.1.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","cliui","9.0.1","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","ISC","frontend/package-lock.json:node_modules/cliui","https://www.npmjs.com/package/cliui/v/9.0.1","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","commander","2.20.3","frontend:grafo produccion","posible codigo en bundle","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/commander","https://www.npmjs.com/package/commander/v/2.20.3","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","content-disposition","1.1.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/content-disposition","https://www.npmjs.com/package/content-disposition/v/1.1.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","content-type","1.0.5","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/content-type","https://www.npmjs.com/package/content-type/v/1.0.5","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","content-type","2.0.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/body-parser/node_modules/content-type","https://www.npmjs.com/package/content-type/v/2.0.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","content-type","2.0.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/type-is/node_modules/content-type","https://www.npmjs.com/package/content-type/v/2.0.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","convert-source-map","1.9.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/convert-source-map","https://www.npmjs.com/package/convert-source-map/v/1.9.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","convert-source-map","2.0.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@babel/core/node_modules/convert-source-map","https://www.npmjs.com/package/convert-source-map/v/2.0.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","convert-source-map","2.0.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@vitest/utils/node_modules/convert-source-map","https://www.npmjs.com/package/convert-source-map/v/2.0.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","cookie-signature","1.2.2","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/cookie-signature","https://www.npmjs.com/package/cookie-signature/v/1.2.2","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","cookie","0.7.2","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/cookie","https://www.npmjs.com/package/cookie/v/0.7.2","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","cors","2.8.6","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/cors","https://www.npmjs.com/package/cors/v/2.8.6","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","cross-spawn","7.0.6","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/cross-spawn","https://www.npmjs.com/package/cross-spawn/v/7.0.6","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","css-select","6.0.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","BSD-2-Clause","frontend/package-lock.json:node_modules/css-select","https://www.npmjs.com/package/css-select/v/6.0.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","css-tree","3.2.1","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/css-tree","https://www.npmjs.com/package/css-tree/v/3.2.1","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","css-what","7.0.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","BSD-2-Clause","frontend/package-lock.json:node_modules/css-what","https://www.npmjs.com/package/css-what/v/7.0.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","cssstyle","6.2.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/cssstyle","https://www.npmjs.com/package/cssstyle/v/6.2.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","data-urls","7.0.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/data-urls","https://www.npmjs.com/package/data-urls/v/7.0.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","debug","4.4.3","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/debug","https://www.npmjs.com/package/debug/v/4.4.3","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","decimal.js","10.6.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/decimal.js","https://www.npmjs.com/package/decimal.js/v/10.6.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","depd","2.0.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/depd","https://www.npmjs.com/package/depd/v/2.0.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","detect-libc","2.1.2","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","Apache-2.0","frontend/package-lock.json:node_modules/detect-libc","https://www.npmjs.com/package/detect-libc/v/2.1.2","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","discontinuous-range","1.0.0","frontend:grafo produccion","posible codigo en bundle","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/discontinuous-range","https://www.npmjs.com/package/discontinuous-range/v/1.0.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","dom-serializer","2.0.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/dom-serializer","https://www.npmjs.com/package/dom-serializer/v/2.0.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","domelementtype","2.3.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","BSD-2-Clause","frontend/package-lock.json:node_modules/domelementtype","https://www.npmjs.com/package/domelementtype/v/2.3.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","domhandler","5.0.3","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","BSD-2-Clause","frontend/package-lock.json:node_modules/domhandler","https://www.npmjs.com/package/domhandler/v/5.0.3","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","dompurify","3.4.13","frontend:grafo produccion","posible codigo en bundle","igual frontend; no depende del proveedor","(MPL-2.0 OR Apache-2.0)","frontend/package-lock.json:node_modules/dompurify","https://www.npmjs.com/package/dompurify/v/3.4.13","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","domutils","3.2.2","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","BSD-2-Clause","frontend/package-lock.json:node_modules/domutils","https://www.npmjs.com/package/domutils/v/3.2.2","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","dunder-proto","1.0.1","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/dunder-proto","https://www.npmjs.com/package/dunder-proto/v/1.0.1","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","ee-first","1.1.1","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/ee-first","https://www.npmjs.com/package/ee-first/v/1.1.1","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","electron-to-chromium","1.5.404","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","ISC","frontend/package-lock.json:node_modules/electron-to-chromium","https://www.npmjs.com/package/electron-to-chromium/v/1.5.404","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","emoji-regex","10.6.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/emoji-regex","https://www.npmjs.com/package/emoji-regex/v/10.6.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","empathic","2.0.1","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/empathic","https://www.npmjs.com/package/empathic/v/2.0.1","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","encodeurl","2.0.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/encodeurl","https://www.npmjs.com/package/encodeurl/v/2.0.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","entities","4.5.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","BSD-2-Clause","frontend/package-lock.json:node_modules/entities","https://www.npmjs.com/package/entities/v/4.5.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","entities","7.0.1","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","BSD-2-Clause","frontend/package-lock.json:node_modules/htmlparser2/node_modules/entities","https://www.npmjs.com/package/entities/v/7.0.1","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","entities","8.0.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","BSD-2-Clause","frontend/package-lock.json:node_modules/parse5-html-rewriting-stream/node_modules/entities","https://www.npmjs.com/package/entities/v/8.0.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","entities","8.0.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","BSD-2-Clause","frontend/package-lock.json:node_modules/parse5/node_modules/entities","https://www.npmjs.com/package/entities/v/8.0.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","environment","1.1.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/environment","https://www.npmjs.com/package/environment/v/1.1.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","es-define-property","1.0.1","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/es-define-property","https://www.npmjs.com/package/es-define-property/v/1.0.1","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","es-errors","1.3.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/es-errors","https://www.npmjs.com/package/es-errors/v/1.3.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","es-module-lexer","2.3.1","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/es-module-lexer","https://www.npmjs.com/package/es-module-lexer/v/2.3.1","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","es-object-atoms","1.1.2","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/es-object-atoms","https://www.npmjs.com/package/es-object-atoms/v/1.1.2","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
