"ecosystem","component","version","usage","complete","without_informix","license","evidence","source","decision","note"
"asset","Inter","archivo local","landing","no; solo web","no; solo web","SIL OFL 1.1","landing/assets/inter-LICENSE.txt","archivo versionado","PENDIENTE REVISION","Confirmar correspondencia entre fuente binaria y aviso."
"asset","JetBrains Mono","archivo local","landing","no; solo web","no; solo web","SIL OFL 1.1","landing/assets/jetbrains-mono-LICENSE.txt","archivo versionado","PENDIENTE REVISION","Confirmar correspondencia entre fuente binaria y aviso."
"asset","Marca e iconos Druse","archivo local","landing y shell","si","si","NO DETERMINADA","landing/assets/druse.png; shells/desktop-tauri/icons","repositorio","PENDIENTE REVISION","Pendiente procedencia y derechos del titular."
"Cargo","adler2","2.0.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","0BSD OR MIT OR Apache-2.0","Cargo registry:adler2-2.0.1/Cargo.toml","https://crates.io/crates/adler2/2.0.1","PENDIENTE REVISION",""
"Cargo","aho-corasick","1.1.5","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Unlicense OR MIT","Cargo registry:aho-corasick-1.1.5/Cargo.toml","https://crates.io/crates/aho-corasick/1.1.5","PENDIENTE REVISION",""
"Cargo","alloc-no-stdlib","2.0.4","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","BSD-3-Clause","Cargo registry:alloc-no-stdlib-2.0.4/Cargo.toml","https://crates.io/crates/alloc-no-stdlib/2.0.4","PENDIENTE REVISION",""
"Cargo","alloc-stdlib","0.2.4","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","BSD-3-Clause","Cargo registry:alloc-stdlib-0.2.4/Cargo.toml","https://crates.io/crates/alloc-stdlib/0.2.4","PENDIENTE REVISION",""
"Cargo","android_system_properties","0.1.6","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:android_system_properties-0.1.6/Cargo.toml","https://crates.io/crates/android_system_properties/0.1.6","PENDIENTE REVISION",""
"Cargo","anyhow","1.0.104","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:anyhow-1.0.104/Cargo.toml","https://crates.io/crates/anyhow/1.0.104","PENDIENTE REVISION",""
"Cargo","arbitrary","1.4.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:arbitrary-1.4.2/Cargo.toml","https://crates.io/crates/arbitrary/1.4.2","PENDIENTE REVISION",""
"Cargo","atk-sys","0.18.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:atk-sys-0.18.2/Cargo.toml","https://crates.io/crates/atk-sys/0.18.2","PENDIENTE REVISION",""
"Cargo","atk","0.18.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:atk-0.18.2/Cargo.toml","https://crates.io/crates/atk/0.18.2","PENDIENTE REVISION",""
"Cargo","atomic-waker","1.1.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Apache-2.0 OR MIT","Cargo registry:atomic-waker-1.1.2/Cargo.toml","https://crates.io/crates/atomic-waker/1.1.2","PENDIENTE REVISION",""
"Cargo","autocfg","1.5.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Apache-2.0 OR MIT","Cargo registry:autocfg-1.5.1/Cargo.toml","https://crates.io/crates/autocfg/1.5.1","PENDIENTE REVISION",""
"Cargo","base64","0.21.7","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:base64-0.21.7/Cargo.toml","https://crates.io/crates/base64/0.21.7","PENDIENTE REVISION",""
"Cargo","base64","0.22.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:base64-0.22.1/Cargo.toml","https://crates.io/crates/base64/0.22.1","PENDIENTE REVISION",""
"Cargo","bit-set","0.8.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Apache-2.0 OR MIT","Cargo registry:bit-set-0.8.0/Cargo.toml","https://crates.io/crates/bit-set/0.8.0","PENDIENTE REVISION",""
"Cargo","bit-vec","0.8.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Apache-2.0 OR MIT","Cargo registry:bit-vec-0.8.0/Cargo.toml","https://crates.io/crates/bit-vec/0.8.0","PENDIENTE REVISION",""
"Cargo","bitflags","1.3.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT/Apache-2.0","Cargo registry:bitflags-1.3.2/Cargo.toml","https://crates.io/crates/bitflags/1.3.2","PENDIENTE REVISION",""
"Cargo","bitflags","2.13.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:bitflags-2.13.1/Cargo.toml","https://crates.io/crates/bitflags/2.13.1","PENDIENTE REVISION",""
"Cargo","block-buffer","0.10.4","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:block-buffer-0.10.4/Cargo.toml","https://crates.io/crates/block-buffer/0.10.4","PENDIENTE REVISION",""
"Cargo","block2","0.6.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:block2-0.6.2/Cargo.toml","https://crates.io/crates/block2/0.6.2","PENDIENTE REVISION",""
"Cargo","brotli-decompressor","5.0.3","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","BSD-3-Clause/MIT","Cargo registry:brotli-decompressor-5.0.3/Cargo.toml","https://crates.io/crates/brotli-decompressor/5.0.3","PENDIENTE REVISION",""
"Cargo","brotli","8.0.4","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","BSD-3-Clause AND MIT","Cargo registry:brotli-8.0.4/Cargo.toml","https://crates.io/crates/brotli/8.0.4","PENDIENTE REVISION",""
"Cargo","bs58","0.5.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT/Apache-2.0","Cargo registry:bs58-0.5.1/Cargo.toml","https://crates.io/crates/bs58/0.5.1","PENDIENTE REVISION",""
"Cargo","bumpalo","3.20.3","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:bumpalo-3.20.3/Cargo.toml","https://crates.io/crates/bumpalo/3.20.3","PENDIENTE REVISION",""
"Cargo","bytemuck","1.25.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Zlib OR Apache-2.0 OR MIT","Cargo registry:bytemuck-1.25.2/Cargo.toml","https://crates.io/crates/bytemuck/1.25.2","PENDIENTE REVISION",""
"Cargo","byteorder","1.5.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Unlicense OR MIT","Cargo registry:byteorder-1.5.0/Cargo.toml","https://crates.io/crates/byteorder/1.5.0","PENDIENTE REVISION",""
"Cargo","bytes","1.12.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:bytes-1.12.1/Cargo.toml","https://crates.io/crates/bytes/1.12.1","PENDIENTE REVISION",""
"Cargo","cairo-rs","0.18.5","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:cairo-rs-0.18.5/Cargo.toml","https://crates.io/crates/cairo-rs/0.18.5","PENDIENTE REVISION",""
"Cargo","cairo-sys-rs","0.18.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:cairo-sys-rs-0.18.2/Cargo.toml","https://crates.io/crates/cairo-sys-rs/0.18.2","PENDIENTE REVISION",""
"Cargo","camino","1.2.5","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:camino-1.2.5/Cargo.toml","https://crates.io/crates/camino/1.2.5","PENDIENTE REVISION",""
"Cargo","cargo_metadata","0.19.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:cargo_metadata-0.19.2/Cargo.toml","https://crates.io/crates/cargo_metadata/0.19.2","PENDIENTE REVISION",""
"Cargo","cargo_toml","0.22.3","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Apache-2.0 OR MIT","Cargo registry:cargo_toml-0.22.3/Cargo.toml","https://crates.io/crates/cargo_toml/0.22.3","PENDIENTE REVISION",""
"Cargo","cargo-platform","0.1.9","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:cargo-platform-0.1.9/Cargo.toml","https://crates.io/crates/cargo-platform/0.1.9","PENDIENTE REVISION",""
"Cargo","cc","1.4.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:cc-1.4.2/Cargo.toml","https://crates.io/crates/cc/1.4.2","PENDIENTE REVISION",""
"Cargo","cesu8","1.1.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Apache-2.0/MIT","Cargo registry:cesu8-1.1.0/Cargo.toml","https://crates.io/crates/cesu8/1.1.0","PENDIENTE REVISION",""
"Cargo","cfb","0.7.3","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:cfb-0.7.3/Cargo.toml","https://crates.io/crates/cfb/0.7.3","PENDIENTE REVISION",""
"Cargo","cfg-expr","0.15.8","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:cfg-expr-0.15.8/Cargo.toml","https://crates.io/crates/cfg-expr/0.15.8","PENDIENTE REVISION",""
"Cargo","cfg-if","1.0.4","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:cfg-if-1.0.4/Cargo.toml","https://crates.io/crates/cfg-if/1.0.4","PENDIENTE REVISION",""
"Cargo","chrono","0.4.45","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:chrono-0.4.45/Cargo.toml","https://crates.io/crates/chrono/0.4.45","PENDIENTE REVISION",""
"Cargo","combine","4.6.7","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:combine-4.6.7/Cargo.toml","https://crates.io/crates/combine/4.6.7","PENDIENTE REVISION",""
"Cargo","cookie","0.18.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:cookie-0.18.2/Cargo.toml","https://crates.io/crates/cookie/0.18.2","PENDIENTE REVISION",""
"Cargo","core-foundation-sys","0.8.7","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:core-foundation-sys-0.8.7/Cargo.toml","https://crates.io/crates/core-foundation-sys/0.8.7","PENDIENTE REVISION",""
"Cargo","core-foundation","0.10.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:core-foundation-0.10.1/Cargo.toml","https://crates.io/crates/core-foundation/0.10.1","PENDIENTE REVISION",""
"Cargo","core-graphics-types","0.2.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:core-graphics-types-0.2.0/Cargo.toml","https://crates.io/crates/core-graphics-types/0.2.0","PENDIENTE REVISION",""
"Cargo","core-graphics","0.25.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:core-graphics-0.25.0/Cargo.toml","https://crates.io/crates/core-graphics/0.25.0","PENDIENTE REVISION",""
"Cargo","cpufeatures","0.2.17","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:cpufeatures-0.2.17/Cargo.toml","https://crates.io/crates/cpufeatures/0.2.17","PENDIENTE REVISION",""
"Cargo","crc32fast","1.5.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:crc32fast-1.5.0/Cargo.toml","https://crates.io/crates/crc32fast/1.5.0","PENDIENTE REVISION",""
"Cargo","crossbeam-channel","0.5.16","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:crossbeam-channel-0.5.16/Cargo.toml","https://crates.io/crates/crossbeam-channel/0.5.16","PENDIENTE REVISION",""
"Cargo","crossbeam-utils","0.8.22","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:crossbeam-utils-0.8.22/Cargo.toml","https://crates.io/crates/crossbeam-utils/0.8.22","PENDIENTE REVISION",""
"Cargo","crypto-common","0.1.7","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:crypto-common-0.1.7/Cargo.toml","https://crates.io/crates/crypto-common/0.1.7","PENDIENTE REVISION",""
"Cargo","cssparser-macros","0.6.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MPL-2.0","Cargo registry:cssparser-macros-0.6.1/Cargo.toml","https://crates.io/crates/cssparser-macros/0.6.1","PENDIENTE REVISION",""
"Cargo","cssparser","0.36.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MPL-2.0","Cargo registry:cssparser-0.36.0/Cargo.toml","https://crates.io/crates/cssparser/0.36.0","PENDIENTE REVISION",""
"Cargo","ctor-proc-macro","0.0.7","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Apache-2.0 OR MIT","Cargo registry:ctor-proc-macro-0.0.7/Cargo.toml","https://crates.io/crates/ctor-proc-macro/0.0.7","PENDIENTE REVISION",""
"Cargo","ctor","0.8.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Apache-2.0 OR MIT","Cargo registry:ctor-0.8.0/Cargo.toml","https://crates.io/crates/ctor/0.8.0","PENDIENTE REVISION",""
"Cargo","darling_core","0.23.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:darling_core-0.23.0/Cargo.toml","https://crates.io/crates/darling_core/0.23.0","PENDIENTE REVISION",""
"Cargo","darling_macro","0.23.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:darling_macro-0.23.0/Cargo.toml","https://crates.io/crates/darling_macro/0.23.0","PENDIENTE REVISION",""
"Cargo","darling","0.23.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:darling-0.23.0/Cargo.toml","https://crates.io/crates/darling/0.23.0","PENDIENTE REVISION",""
"Cargo","dbus","0.9.12","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Apache-2.0/MIT","Cargo registry:dbus-0.9.12/Cargo.toml","https://crates.io/crates/dbus/0.9.12","PENDIENTE REVISION",""
"Cargo","defmt-macros","1.1.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:defmt-macros-1.1.1/Cargo.toml","https://crates.io/crates/defmt-macros/1.1.1","PENDIENTE REVISION",""
"Cargo","defmt-parser","1.0.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:defmt-parser-1.0.0/Cargo.toml","https://crates.io/crates/defmt-parser/1.0.0","PENDIENTE REVISION",""
"Cargo","defmt","1.1.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:defmt-1.1.1/Cargo.toml","https://crates.io/crates/defmt/1.1.1","PENDIENTE REVISION",""
"Cargo","deranged","0.5.8","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:deranged-0.5.8/Cargo.toml","https://crates.io/crates/deranged/0.5.8","PENDIENTE REVISION",""
"Cargo","derive_arbitrary","1.4.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:derive_arbitrary-1.4.2/Cargo.toml","https://crates.io/crates/derive_arbitrary/1.4.2","PENDIENTE REVISION",""
"Cargo","derive_more-impl","2.1.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:derive_more-impl-2.1.1/Cargo.toml","https://crates.io/crates/derive_more-impl/2.1.1","PENDIENTE REVISION",""
"Cargo","derive_more","2.1.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:derive_more-2.1.1/Cargo.toml","https://crates.io/crates/derive_more/2.1.1","PENDIENTE REVISION",""
"Cargo","digest","0.10.7","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:digest-0.10.7/Cargo.toml","https://crates.io/crates/digest/0.10.7","PENDIENTE REVISION",""
"Cargo","dirs-sys","0.4.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:dirs-sys-0.4.1/Cargo.toml","https://crates.io/crates/dirs-sys/0.4.1","PENDIENTE REVISION",""
"Cargo","dirs-sys","0.5.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:dirs-sys-0.5.0/Cargo.toml","https://crates.io/crates/dirs-sys/0.5.0","PENDIENTE REVISION",""
"Cargo","dirs","5.0.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:dirs-5.0.1/Cargo.toml","https://crates.io/crates/dirs/5.0.1","PENDIENTE REVISION",""
"Cargo","dirs","6.0.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:dirs-6.0.0/Cargo.toml","https://crates.io/crates/dirs/6.0.0","PENDIENTE REVISION",""
"Cargo","dispatch2","0.3.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Zlib OR Apache-2.0 OR MIT","Cargo registry:dispatch2-0.3.1/Cargo.toml","https://crates.io/crates/dispatch2/0.3.1","PENDIENTE REVISION",""
"Cargo","displaydoc","0.2.7","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:displaydoc-0.2.7/Cargo.toml","https://crates.io/crates/displaydoc/0.2.7","PENDIENTE REVISION",""
"Cargo","dlopen2_derive","0.4.3","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:dlopen2_derive-0.4.3/Cargo.toml","https://crates.io/crates/dlopen2_derive/0.4.3","PENDIENTE REVISION",""
"Cargo","dlopen2","0.8.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:dlopen2-0.8.2/Cargo.toml","https://crates.io/crates/dlopen2/0.8.2","PENDIENTE REVISION",""
"Cargo","dom_query","0.27.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:dom_query-0.27.0/Cargo.toml","https://crates.io/crates/dom_query/0.27.0","PENDIENTE REVISION",""
"Cargo","dpi","0.1.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Apache-2.0 AND MIT","Cargo registry:dpi-0.1.2/Cargo.toml","https://crates.io/crates/dpi/0.1.2","PENDIENTE REVISION",""
"Cargo","dtoa-short","0.3.5","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MPL-2.0","Cargo registry:dtoa-short-0.3.5/Cargo.toml","https://crates.io/crates/dtoa-short/0.3.5","PENDIENTE REVISION",""
"Cargo","dtoa","1.0.11","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:dtoa-1.0.11/Cargo.toml","https://crates.io/crates/dtoa/1.0.11","PENDIENTE REVISION",""
"Cargo","dtor-proc-macro","0.0.6","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Apache-2.0 OR MIT","Cargo registry:dtor-proc-macro-0.0.6/Cargo.toml","https://crates.io/crates/dtor-proc-macro/0.0.6","PENDIENTE REVISION",""
"Cargo","dtor","0.3.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Apache-2.0 OR MIT","Cargo registry:dtor-0.3.0/Cargo.toml","https://crates.io/crates/dtor/0.3.0","PENDIENTE REVISION",""
"Cargo","dunce","1.0.5","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","CC0-1.0 OR MIT-0 OR Apache-2.0","Cargo registry:dunce-1.0.5/Cargo.toml","https://crates.io/crates/dunce/1.0.5","PENDIENTE REVISION",""
"Cargo","dyn-clone","1.0.20","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:dyn-clone-1.0.20/Cargo.toml","https://crates.io/crates/dyn-clone/1.0.20","PENDIENTE REVISION",""
"Cargo","embed_plist","1.2.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:embed_plist-1.2.2/Cargo.toml","https://crates.io/crates/embed_plist/1.2.2","PENDIENTE REVISION",""
"Cargo","embed-resource","3.0.11","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:embed-resource-3.0.11/Cargo.toml","https://crates.io/crates/embed-resource/3.0.11","PENDIENTE REVISION",""
"Cargo","equivalent","1.0.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Apache-2.0 OR MIT","Cargo registry:equivalent-1.0.2/Cargo.toml","https://crates.io/crates/equivalent/1.0.2","PENDIENTE REVISION",""
"Cargo","erased-serde","0.4.10","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:erased-serde-0.4.10/Cargo.toml","https://crates.io/crates/erased-serde/0.4.10","PENDIENTE REVISION",""
"Cargo","errno","0.3.14","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:errno-0.3.14/Cargo.toml","https://crates.io/crates/errno/0.3.14","PENDIENTE REVISION",""
"Cargo","fastrand","2.5.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Apache-2.0 OR MIT","Cargo registry:fastrand-2.5.0/Cargo.toml","https://crates.io/crates/fastrand/2.5.0","PENDIENTE REVISION",""
"Cargo","fdeflate","0.3.7","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:fdeflate-0.3.7/Cargo.toml","https://crates.io/crates/fdeflate/0.3.7","PENDIENTE REVISION",""
"Cargo","field-offset","0.3.6","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:field-offset-0.3.6/Cargo.toml","https://crates.io/crates/field-offset/0.3.6","PENDIENTE REVISION",""
"Cargo","filetime","0.2.29","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT/Apache-2.0","Cargo registry:filetime-0.2.29/Cargo.toml","https://crates.io/crates/filetime/0.2.29","PENDIENTE REVISION",""
"Cargo","find-msvc-tools","0.1.10","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:find-msvc-tools-0.1.10/Cargo.toml","https://crates.io/crates/find-msvc-tools/0.1.10","PENDIENTE REVISION",""
"Cargo","flate2","1.1.9","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:flate2-1.1.9/Cargo.toml","https://crates.io/crates/flate2/1.1.9","PENDIENTE REVISION",""
"Cargo","fnv","1.0.7","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Apache-2.0 / MIT","Cargo registry:fnv-1.0.7/Cargo.toml","https://crates.io/crates/fnv/1.0.7","PENDIENTE REVISION",""
"Cargo","foldhash","0.2.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Zlib","Cargo registry:foldhash-0.2.0/Cargo.toml","https://crates.io/crates/foldhash/0.2.0","PENDIENTE REVISION",""
"Cargo","foreign-types-macros","0.2.4","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT/Apache-2.0","Cargo registry:foreign-types-macros-0.2.4/Cargo.toml","https://crates.io/crates/foreign-types-macros/0.2.4","PENDIENTE REVISION",""
"Cargo","foreign-types-shared","0.3.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT/Apache-2.0","Cargo registry:foreign-types-shared-0.3.1/Cargo.toml","https://crates.io/crates/foreign-types-shared/0.3.1","PENDIENTE REVISION",""
